Level	weapon skill	defense skill	dodge	parry	block	hit melee	hit ranged	hit spell	crit melee	crit ranged	crit spell	hit taken melee	hit taken ranged	hit taken spell	crit taken melee	crit taken ranged	crit taken spell	haste melee	haste ranged	haste spell	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown
85	11.820795	7.092476	65.250786	65.250786	23.641590	47.283180	47.283180	37.826542	66.196449	66.196449	66.196449	47.283180	47.283180	37.826542	135.939130	135.939130	135.939130	47.283180	47.283180	47.283180	11.820795	11.820795	11.820795	11.820795	22.200027	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
86	12.718613	7.631167	70.206741	70.206741	25.437225	50.874451	50.874451	40.699558	71.224228	71.224228	71.224228	50.874451	50.874451	40.699558	146.264040	146.264040	146.264040	50.874451	50.874451	50.874451	12.718613	12.718613	12.718613	12.718613	23.886175	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
87	13.684623	8.210773	75.539108	75.539108	27.369246	54.738491	54.738491	43.790791	76.633881	76.633881	76.633881	54.738491	54.738491	43.790791	157.373140	157.373140	157.373140	54.738491	54.738491	54.738491	13.684623	13.684623	13.684623	13.684623	25.700388	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
88	14.724004	8.834401	81.276497	81.276497	29.448008	58.896015	58.896015	47.116810	82.454414	82.454414	82.454414	58.896015	58.896015	47.116810	169.326040	169.326040	169.326040	58.896015	58.896015	58.896015	14.724004	14.724004	14.724004	14.724004	27.652393	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
89	15.842327	9.505396	87.449638	87.449638	31.684654	63.369308	63.369308	50.695446	88.717026	88.717026	88.717026	63.369308	63.369308	50.695446	182.186750	182.186750	182.186750	63.369308	63.369308	63.369308	15.842327	15.842327	15.842327	15.842327	29.752663	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
90	17.045591	10.227354	94.091660	94.091660	34.091183	68.182365	68.182365	54.545887	95.455307	95.455307	95.455307	68.182365	68.182365	54.545887	196.024290	196.024290	196.024290	68.182365	68.182365	68.182365	17.045591	17.045591	17.045591	17.045591	32.012447	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
91	18.340244	11.004147	101.238140	101.238140	36.680489	73.360977	73.360977	58.688782	102.705370	102.705370	102.705370	73.360977	73.360977	58.688782	210.912800	210.912800	210.912800	73.360977	73.360977	73.360977	18.340244	18.340244	18.340244	18.340244	34.443871	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
92	19.733231	11.839938	108.927430	108.927430	39.466461	78.932922	78.932922	63.146336	110.506090	110.506090	110.506090	78.932922	78.932922	63.146336	226.932140	226.932140	226.932140	78.932922	78.932922	78.932922	19.733231	19.733231	19.733231	19.733231	37.059967	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
93	21.232018	12.739211	117.200740	117.200740	42.464035	84.928070	84.928070	67.942459	118.899300	118.899300	118.899300	84.928070	84.928070	67.942459	244.168200	244.168200	244.168200	84.928070	84.928070	84.928070	21.232018	21.232018	21.232018	21.232018	39.874767	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
94	22.844641	13.706784	126.102420	126.102420	45.689281	91.378563	91.378563	73.102852	127.929990	127.929990	127.929990	91.378563	91.378563	73.102852	262.713350	262.713350	262.713350	91.378563	91.378563	91.378563	22.844641	22.844641	22.844641	22.844641	42.903351	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
95	24.579746	14.747849	135.680210	135.680210	49.159492	98.318985	98.318985	78.655190	137.646560	137.646560	137.646560	98.318985	98.318985	78.655190	282.667080	282.667080	282.667080	98.318985	98.318985	98.318985	24.579746	24.579746	24.579746	24.579746	46.161964	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
96	26.446640	15.867983	145.985430	145.985430	52.893280	105.786550	105.786550	84.629242	148.101180	148.101180	148.101180	105.786550	105.786550	84.629242	304.136350	304.136350	304.136350	105.786550	105.786550	105.786550	26.446640	26.446640	26.446640	26.446640	49.668079	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
97	28.455324	17.073195	157.073380	157.073380	56.910648	113.821300	113.821300	91.057037	159.349820	159.349820	159.349820	113.821300	113.821300	91.057037	327.236210	327.236210	327.236210	113.821300	113.821300	113.821300	28.455324	28.455324	28.455324	28.455324	53.440491	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
98	30.616577	18.369946	169.003490	169.003490	61.233154	122.466310	122.466310	97.973045	171.452820	171.452820	171.452820	122.466310	122.466310	97.973045	352.090610	352.090610	352.090610	122.466310	122.466310	122.466310	30.616577	30.616577	30.616577	30.616577	57.499424	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
99	32.941982	19.765188	181.839720	181.839720	65.883965	131.767910	131.767910	105.414340	184.475080	184.475080	184.475080	131.767910	131.767910	105.414340	378.832760	378.832760	378.832760	131.767910	131.767910	131.767910	32.941982	32.941982	32.941982	32.941982	61.866646	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
100	35.444004	21.266403	195.650890	195.650890	70.888008	141.776000	141.776000	113.420810	198.486420	198.486420	198.486420	141.776000	141.776000	113.420810	407.606050	407.606050	407.606050	141.776000	141.776000	141.776000	35.444004	35.444004	35.444004	35.444004	66.565567	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
